FECHA,DIA,Tmax,Tmin,Tmed,Precip,extremo,amplitud,categoria_tmax,seco,año,mes
2004-02-25,56.0,15.9,7.3,10.4,2.4,False,8.600000000000001,Frío,False,2004,2
2004-02-26,57.0,15.3,3.6,9.7,0.0,False,11.700000000000001,Frío,True,2004,2
2004-02-27,58.0,12.5,4.2,8.8,2.0,False,8.3,Frío,False,2004,2
2004-02-28,59.0,13.4,2.0,8.1,0.0,False,11.4,Frío,True,2004,2
2004-02-29,60.0,14.1,5.2,9.7,0.0,False,8.899999999999999,Frío,True,2004,2
2004-03-01,61.0,11.2,2.9,6.8,0.0,False,8.299999999999999,Frío,True,2004,3
2004-03-02,62.0,10.2,-4.1,3.2,0.0,False,14.299999999999999,Frío,True,2004,3
2004-03-03,63.0,14.5,-4.8,4.9,0.0,False,19.3,Frío,True,2004,3
2004-03-04,64.0,18.3,0.2,9.4,0.0,False,18.1,Frío,True,2004,3
2004-03-05,65.0,24.4,6.1,15.5,0.0,False,18.299999999999997,Templado,True,2004,3
2004-03-06,66.0,22.1,8.8,15.9,0.0,False,13.3,Templado,True,2004,3
2004-03-07,67.0,18.9,5.1,11.5,0.0,False,13.799999999999999,Frío,True,2004,3
2004-03-08,68.0,20.5,4.0,12.2,0.0,False,16.5,Templado,True,2004,3
2004-03-09,69.0,23.7,9.6,12.2,0.0,False,14.1,Templado,True,2004,3
2004-03-10,70.0,21.7,6.0,14.2,0.0,False,15.7,Templado,True,2004,3
2004-03-11,71.0,22.0,10.5,16.2,0.0,False,11.5,Templado,True,2004,3
2004-03-12,72.0,24.6,6.7,15.9,0.0,False,17.900000000000002,Templado,True,2004,3
2004-03-13,73.0,15.9,8.9,12.5,1.2,False,7.0,Frío,False,2004,3
2004-03-14,74.0,14.6,9.1,11.4,2.2,False,5.5,Frío,False,2004,3
2004-03-15,75.0,15.3,10.0,12.2,4.6,False,5.300000000000001,Frío,False,2004,3
2004-03-16,76.0,11.8,9.6,10.5,12.6,False,2.200000000000001,Frío,False,2004,3
2004-03-17,77.0,15.9,10.2,11.9,1.0,False,5.700000000000001,Frío,False,2004,3
2004-03-18,78.0,15.1,8.3,11.6,0.0,False,6.799999999999999,Frío,True,2004,3
2004-03-19,79.0,16.8,7.3,11.4,0.0,False,9.5,Frío,True,2004,3
2004-03-20,80.0,19.8,7.1,13.4,0.2,False,12.700000000000001,Frío,False,2004,3
2004-03-21,81.0,24.1,7.9,15.4,0.0,False,16.200000000000003,Templado,True,2004,3
2004-03-22,82.0,18.1,6.6,12.9,0.0,False,11.500000000000002,Frío,True,2004,3
2004-03-23,83.0,16.2,4.3,10.2,0.2,False,11.899999999999999,Frío,False,2004,3
2004-03-24,84.0,17.1,3.5,10.4,0.0,False,13.600000000000001,Frío,True,2004,3
2004-03-25,85.0,13.6,7.8,9.9,0.0,False,5.8,Frío,True,2004,3
2004-03-26,86.0,9.4,6.8,8.0,8.4,False,2.6000000000000005,Muy frío,False,2004,3
2004-03-27,87.0,13.1,7.3,9.6,1.2,False,5.8,Frío,False,2004,3
2004-03-28,88.0,11.2,8.8,9.9,18.8,False,2.3999999999999986,Frío,False,2004,3
2004-03-29,89.0,15.0,6.5,10.8,30.8,False,8.5,Frío,False,2004,3
2004-03-30,90.0,16.0,6.3,11.1,0.0,False,9.7,Frío,True,2004,3
2004-03-31,91.0,18.2,4.5,11.5,0.0,False,13.7,Frío,True,2004,3
2004-04-01,92.0,17.9,5.1,12.6,0.0,False,12.799999999999999,Frío,True,2004,4
2004-04-02,93.0,17.6,7.7,13.1,0.0,False,9.900000000000002,Frío,True,2004,4
2004-04-03,94.0,17.8,3.3,11.3,0.0,False,14.5,Frío,True,2004,4
2004-04-04,95.0,21.1,5.7,13.2,0.0,False,15.400000000000002,Templado,True,2004,4
2004-04-05,96.0,21.8,5.3,14.0,0.0,False,16.5,Templado,True,2004,4
2004-04-06,97.0,24.9,6.9,15.4,0.0,False,18.0,Templado,True,2004,4
2004-04-07,98.0,24.9,8.9,16.2,0.0,False,15.999999999999998,Templado,True,2004,4
2004-04-08,99.0,19.4,10.8,13.6,0.0,False,8.599999999999998,Frío,True,2004,4
2004-04-09,100.0,12.6,8.0,9.6,36.4,False,4.6,Frío,False,2004,4
2004-04-10,101.0,10.6,4.7,7.2,19.2,False,5.8999999999999995,Frío,False,2004,4
2004-04-11,102.0,12.0,5.7,7.6,6.0,False,6.3,Frío,False,2004,4
2004-04-12,103.0,16.2,2.3,9.7,0.0,False,13.899999999999999,Frío,True,2004,4
2004-04-13,104.0,15.8,3.6,10.2,0.2,False,12.200000000000001,Frío,False,2004,4
2004-04-14,105.0,14.8,6.5,11.2,0.0,False,8.3,Frío,True,2004,4
2004-04-15,106.0,14.3,8.1,10.6,27.2,False,6.200000000000001,Frío,False,2004,4
2004-04-16,107.0,19.5,8.9,13.3,0.8,False,10.6,Frío,False,2004,4
2004-04-17,108.0,19.7,6.0,13.3,0.0,False,13.7,Frío,True,2004,4
2004-04-18,109.0,20.5,6.5,14.7,0.0,False,14.0,Templado,True,2004,4
2004-04-19,110.0,18.4,9.7,14.7,0.0,False,8.7,Frío,True,2004,4
2004-04-20,111.0,21.2,6.6,14.4,0.0,False,14.6,Templado,True,2004,4
2004-04-21,112.0,23.4,8.3,16.0,0.0,False,15.099999999999998,Templado,True,2004,4
2004-04-22,113.0,21.1,9.4,16.0,0.0,False,11.700000000000001,Templado,True,2004,4
2004-04-23,114.0,19.5,6.5,13.7,0.0,False,13.0,Frío,True,2004,4
2004-04-24,115.0,21.1,6.9,14.6,0.0,False,14.200000000000001,Templado,True,2004,4
2004-04-25,116.0,25.1,8.3,17.4,0.0,False,16.8,Templado,True,2004,4
2004-04-26,117.0,21.6,8.7,15.3,0.0,False,12.900000000000002,Templado,True,2004,4
2004-04-27,118.0,21.5,8.3,15.3,0.0,False,13.2,Templado,True,2004,4
2004-04-28,119.0,14.9,10.0,12.6,7.2,False,4.9,Frío,False,2004,4
2004-04-29,120.0,21.4,8.0,15.1,0.0,False,13.399999999999999,Templado,True,2004,4
2004-04-30,121.0,19.9,6.6,13.8,0.0,False,13.299999999999999,Frío,True,2004,4
2004-05-01,122.0,18.4,5.3,12.6,0.0,False,13.099999999999998,Frío,True,2004,5
2004-05-02,123.0,16.7,9.0,12.8,3.6,False,7.699999999999999,Frío,False,2004,5
2004-05-03,124.0,18.1,9.2,13.5,1.0,False,8.900000000000002,Frío,False,2004,5
2004-05-04,125.0,19.8,10.2,14.6,0.0,False,9.600000000000001,Frío,True,2004,5
2004-05-05,126.0,18.8,13.0,15.6,0.0,False,5.800000000000001,Frío,True,2004,5
2004-05-06,127.0,22.3,12.2,17.1,0.0,False,10.100000000000001,Templado,True,2004,5
2004-05-07,128.0,21.3,8.6,15.3,0.0,False,12.700000000000001,Templado,True,2004,5
2004-05-08,129.0,18.2,8.5,13.4,0.0,False,9.7,Frío,True,2004,5
2004-05-09,130.0,21.5,6.0,14.5,0.0,False,15.5,Templado,True,2004,5
2004-05-10,131.0,17.9,9.3,14.2,0.0,False,8.599999999999998,Frío,True,2004,5
2004-05-11,132.0,16.6,9.2,12.0,11.2,False,7.400000000000002,Frío,False,2004,5
2004-05-12,133.0,16.8,9.2,13.3,0.0,False,7.600000000000001,Frío,True,2004,5
2004-05-13,134.0,21.1,10.5,14.4,4.6,False,10.600000000000001,Templado,False,2004,5
2004-05-14,135.0,19.7,8.4,14.2,0.2,False,11.299999999999999,Frío,False,2004,5
2004-05-15,136.0,18.5,9.2,13.9,0.0,False,9.3,Frío,True,2004,5
2004-05-16,137.0,20.1,8.5,14.8,0.0,False,11.600000000000001,Templado,True,2004,5
2004-05-17,138.0,22.3,8.1,15.3,0.0,False,14.200000000000001,Templado,True,2004,5
2004-05-18,139.0,21.5,9.5,16.1,0.0,False,12.0,Templado,True,2004,5
2004-05-19,140.0,21.3,12.0,16.8,0.0,False,9.3,Templado,True,2004,5
2004-05-20,141.0,22.8,9.6,16.5,0.0,False,13.200000000000001,Templado,True,2004,5
2004-05-21,142.0,22.4,10.6,16.2,1.6,False,11.799999999999999,Templado,False,2004,5
2004-05-22,143.0,22.9,13.2,17.3,0.0,False,9.7,Templado,True,2004,5
2004-05-23,144.0,22.2,11.0,16.6,0.0,False,11.2,Templado,True,2004,5
2004-05-24,145.0,20.3,13.6,16.5,0.0,False,6.700000000000001,Templado,True,2004,5
2004-05-25,146.0,21.9,13.4,16.6,0.2,False,8.499999999999998,Templado,False,2004,5
2004-05-26,147.0,20.1,11.3,15.2,4.8,False,8.8,Templado,False,2004,5
2004-05-27,148.0,23.0,10.6,17.0,2.4,False,12.4,Templado,False,2004,5
2004-05-28,149.0,26.1,12.7,19.7,2.0,False,13.400000000000002,Templado,False,2004,5
2004-05-29,150.0,28.4,13.5,21.4,0.0,False,14.899999999999999,Templado,True,2004,5
2004-05-30,151.0,29.1,15.4,22.2,0.0,False,13.700000000000001,Templado,True,2004,5
2004-05-31,152.0,29.7,15.3,22.8,0.0,False,14.399999999999999,Templado,True,2004,5
2004-06-01,153.0,38.1,15.5,23.6,0.0,True,22.6,Caluroso,True,2004,6
2004-06-02,154.0,33.2,15.5,25.0,0.0,False,17.700000000000003,Caluroso,True,2004,6
2004-06-03,155.0,29.8,16.9,23.0,0.0,False,12.900000000000002,Templado,True,2004,6
2004-06-04,156.0,27.3,16.2,21.2,0.0,False,11.100000000000001,Templado,True,2004,6
2004-06-05,157.0,30.9,14.4,22.6,0.0,False,16.5,Caluroso,True,2004,6
2004-06-06,158.0,29.2,16.2,22.5,0.0,False,13.0,Templado,True,2004,6
2004-06-07,159.0,27.3,16.7,21.3,0.0,False,10.600000000000001,Templado,True,2004,6
2004-06-08,160.0,27.1,17.2,20.5,0.0,False,9.900000000000002,Templado,True,2004,6
2004-06-09,161.0,28.5,16.1,20.7,0.0,False,12.399999999999999,Templado,True,2004,6
2004-06-10,162.0,27.5,14.3,21.2,0.0,False,13.2,Templado,True,2004,6
2004-06-11,163.0,29.0,14.7,21.9,0.0,False,14.3,Templado,True,2004,6
2004-06-12,164.0,29.5,15.4,22.5,0.0,False,14.1,Templado,True,2004,6
2004-06-13,165.0,30.3,15.5,22.3,0.2,False,14.8,Caluroso,False,2004,6
2004-06-14,166.0,25.1,12.8,19.0,0.0,False,12.3,Templado,True,2004,6
2004-06-15,167.0,23.7,11.5,17.9,0.0,False,12.2,Templado,True,2004,6
2004-06-16,168.0,27.2,11.1,20.2,0.0,False,16.1,Templado,True,2004,6
2004-06-17,169.0,32.1,12.8,24.1,0.0,False,19.3,Caluroso,True,2004,6
2004-06-18,170.0,33.9,15.1,26.0,0.0,False,18.799999999999997,Caluroso,True,2004,6
2004-06-19,171.0,32.5,18.3,25.7,0.0,False,14.2,Caluroso,True,2004,6
2004-06-20,172.0,27.7,15.6,22.2,0.0,False,12.1,Templado,True,2004,6
2004-06-21,173.0,28.7,15.5,22.7,0.0,False,13.2,Templado,True,2004,6
2004-06-22,174.0,32.2,14.9,23.9,0.0,False,17.300000000000004,Caluroso,True,2004,6
2004-06-23,175.0,34.2,15.1,25.7,0.0,False,19.1,Caluroso,True,2004,6
2004-06-24,176.0,34.2,20.2,27.6,0.0,False,14.000000000000004,Caluroso,True,2004,6
2004-06-25,177.0,29.4,18.6,23.7,0.0,False,10.799999999999997,Templado,True,2004,6
2004-06-26,178.0,33.4,17.4,24.9,0.0,False,16.0,Caluroso,True,2004,6
2004-06-27,179.0,34.6,18.6,26.7,0.0,False,16.0,Caluroso,True,2004,6
2004-06-28,180.0,33.8,18.8,27.0,0.0,False,14.999999999999996,Caluroso,True,2004,6
2004-06-29,181.0,34.6,19.2,27.6,0.0,False,15.400000000000002,Caluroso,True,2004,6
2004-06-30,182.0,37.7,17.4,26.5,6.0,True,20.300000000000004,Caluroso,False,2004,6
2004-07-01,183.0,36.9,18.2,27.7,0.0,True,18.7,Caluroso,True,2004,7
2004-07-02,184.0,29.6,18.3,23.8,0.0,False,11.3,Templado,True,2004,7
2004-07-03,185.0,27.7,18.3,23.2,0.0,False,9.399999999999999,Templado,True,2004,7
2004-07-04,186.0,29.0,15.4,22.9,0.0,False,13.6,Templado,True,2004,7
2004-07-05,187.0,33.4,18.4,25.5,0.0,False,15.0,Caluroso,True,2004,7
2004-07-06,188.0,30.3,20.7,23.9,0.0,False,9.600000000000001,Caluroso,True,2004,7
2004-07-07,189.0,33.2,18.0,25.7,0.2,False,15.200000000000003,Caluroso,False,2004,7
2004-07-08,190.0,29.1,14.3,23.0,0.0,False,14.8,Templado,True,2004,7
2004-07-09,191.0,26.6,13.6,21.1,0.0,False,13.000000000000002,Templado,True,2004,7
2004-07-10,192.0,29.9,13.6,22.3,0.0,False,16.299999999999997,Templado,True,2004,7
2004-07-11,193.0,28.1,15.5,22.0,0.0,False,12.600000000000001,Templado,True,2004,7
2004-07-12,194.0,28.5,16.5,22.2,0.0,False,12.0,Templado,True,2004,7
2004-07-13,195.0,27.9,18.2,22.5,0.0,False,9.7,Templado,True,2004,7
2004-07-14,196.0,27.4,16.8,21.8,0.0,False,10.599999999999998,Templado,True,2004,7
2004-07-15,197.0,27.0,15.7,21.4,0.0,False,11.3,Templado,True,2004,7
2004-07-16,198.0,30.3,16.5,22.9,0.0,False,13.8,Caluroso,True,2004,7
2004-07-17,199.0,30.7,17.0,24.0,0.0,False,13.7,Caluroso,True,2004,7
2004-07-18,200.0,31.1,16.7,24.4,0.0,False,14.400000000000002,Caluroso,True,2004,7
2004-07-19,201.0,31.7,17.7,24.6,0.0,False,14.0,Caluroso,True,2004,7
2004-07-20,202.0,33.5,16.0,25.5,0.0,False,17.5,Caluroso,True,2004,7
2004-07-21,203.0,34.1,20.0,25.9,0.0,False,14.100000000000001,Caluroso,True,2004,7
2004-07-22,204.0,36.4,20.0,27.7,0.0,True,16.4,Caluroso,True,2004,7
2004-07-23,205.0,37.4,20.4,29.3,0.0,True,17.0,Caluroso,True,2004,7
2004-07-24,206.0,39.0,23.4,31.4,0.0,True,15.600000000000001,Caluroso,True,2004,7
2004-07-25,207.0,35.9,22.5,29.1,0.0,True,13.399999999999999,Caluroso,True,2004,7
2004-07-26,208.0,32.9,20.4,26.4,0.0,False,12.5,Caluroso,True,2004,7
2004-07-27,209.0,35.2,17.0,26.3,0.0,True,18.200000000000003,Caluroso,True,2004,7
2004-07-28,210.0,34.7,19.1,26.4,0.0,False,15.600000000000001,Caluroso,True,2004,7
2004-07-29,211.0,31.2,19.9,24.9,0.0,False,11.3,Caluroso,True,2004,7
2004-07-30,212.0,31.3,19.4,24.7,0.0,False,11.900000000000002,Caluroso,True,2004,7
2004-07-31,213.0,31.6,17.8,25.0,0.0,False,13.8,Caluroso,True,2004,7
2004-08-01,214.0,33.3,18.6,26.2,0.0,False,14.699999999999996,Caluroso,True,2004,8
2004-08-02,215.0,34.8,20.6,27.5,0.0,False,14.199999999999996,Caluroso,True,2004,8
2004-08-03,216.0,36.4,18.1,27.3,0.0,True,18.299999999999997,Caluroso,True,2004,8
2004-08-04,217.0,33.9,17.8,26.4,0.0,False,16.099999999999998,Caluroso,True,2004,8
2004-08-05,218.0,31.8,18.3,25.2,0.0,False,13.5,Caluroso,True,2004,8
2004-08-06,219.0,31.4,17.4,24.8,0.0,False,14.0,Caluroso,True,2004,8
2004-08-07,220.0,31.1,18.6,25.2,0.0,False,12.5,Caluroso,True,2004,8
2004-08-08,221.0,33.8,21.3,27.7,0.0,False,12.499999999999996,Caluroso,True,2004,8
2004-08-09,222.0,34.6,19.9,28.1,0.0,False,14.700000000000003,Caluroso,True,2004,8
2004-08-10,223.0,33.7,21.8,27.6,0.0,False,11.900000000000002,Caluroso,True,2004,8
2004-08-11,224.0,33.5,18.2,25.9,0.0,False,15.3,Caluroso,True,2004,8
2004-08-12,225.0,34.8,19.1,26.5,0.0,False,15.699999999999996,Caluroso,True,2004,8
2004-08-13,226.0,33.5,18.6,26.6,0.0,False,14.899999999999999,Caluroso,True,2004,8
2004-08-14,227.0,32.6,18.6,25.8,0.0,False,14.0,Caluroso,True,2004,8
2004-08-15,228.0,34.8,17.5,26.8,0.0,False,17.299999999999997,Caluroso,True,2004,8
2004-08-16,229.0,36.0,17.3,26.5,0.0,True,18.7,Caluroso,True,2004,8
2004-08-17,230.0,35.1,15.7,26.9,0.0,True,19.400000000000002,Caluroso,True,2004,8
2004-08-18,231.0,35.6,16.3,26.7,0.0,True,19.3,Caluroso,True,2004,8
2004-08-19,232.0,36.2,16.1,27.0,0.0,True,20.1,Caluroso,True,2004,8
2004-08-20,233.0,32.6,16.9,25.4,0.0,False,15.700000000000003,Caluroso,True,2004,8
2004-08-21,234.0,28.1,18.2,23.4,0.0,False,9.900000000000002,Templado,True,2004,8
2004-08-22,235.0,30.7,18.3,24.3,0.0,False,12.399999999999999,Caluroso,True,2004,8
2004-08-23,236.0,36.2,20.6,27.4,0.0,True,15.600000000000001,Caluroso,True,2004,8
2004-08-24,237.0,41.2,23.8,32.1,0.0,True,17.400000000000002,Extremo,True,2004,8
2004-08-25,238.0,37.0,21.8,28.6,0.0,True,15.2,Caluroso,True,2004,8
2004-08-26,239.0,30.6,19.8,24.8,0.0,False,10.8,Caluroso,True,2004,8
2004-08-27,240.0,31.2,20.6,24.5,0.0,False,10.599999999999998,Caluroso,True,2004,8
2004-08-28,241.0,32.1,18.8,24.4,0.0,False,13.3,Caluroso,True,2004,8
2004-08-29,242.0,30.1,21.1,24.7,0.0,False,9.0,Caluroso,True,2004,8
2004-08-30,243.0,30.7,19.6,24.9,0.0,False,11.099999999999998,Caluroso,True,2004,8
2004-08-31,244.0,30.6,19.8,24.3,0.0,False,10.8,Caluroso,True,2004,8
2004-09-01,245.0,31.9,19.3,24.5,0.0,False,12.599999999999998,Caluroso,True,2004,9
2004-09-02,246.0,29.2,16.5,22.9,0.0,False,12.7,Templado,True,2004,9
2004-09-03,247.0,27.2,16.3,22.4,0.4,False,10.899999999999999,Templado,False,2004,9
2004-09-04,248.0,31.0,23.5,26.4,0.0,False,7.5,Caluroso,True,2004,9
2004-09-05,249.0,33.0,20.1,26.8,0.0,False,12.899999999999999,Caluroso,True,2004,9
2004-09-06,250.0,33.3,17.7,25.5,0.0,False,15.599999999999998,Caluroso,True,2004,9
2004-09-07,251.0,30.4,16.1,23.1,0.0,False,14.299999999999997,Caluroso,True,2004,9
2004-09-08,252.0,31.0,19.1,24.4,0.0,False,11.899999999999999,Caluroso,True,2004,9
2004-09-09,253.0,28.1,19.8,23.5,0.0,False,8.3,Templado,True,2004,9
2004-09-10,254.0,33.3,20.2,24.9,0.0,False,13.099999999999998,Caluroso,True,2004,9
2004-09-11,255.0,35.6,18.2,26.2,0.0,True,17.400000000000002,Caluroso,True,2004,9
2004-09-12,256.0,32.5,18.1,25.3,0.0,False,14.399999999999999,Caluroso,True,2004,9
2004-09-13,257.0,31.2,17.3,24.2,0.0,False,13.899999999999999,Caluroso,True,2004,9
2004-09-14,258.0,31.5,15.1,22.1,0.0,False,16.4,Caluroso,True,2004,9
2004-09-15,259.0,28.0,14.3,21.4,0.0,False,13.7,Templado,True,2004,9
2004-09-16,260.0,26.8,18.0,21.8,0.0,False,8.8,Templado,True,2004,9
2004-09-17,261.0,26.7,16.3,20.8,0.0,False,10.399999999999999,Templado,True,2004,9
2004-09-18,262.0,28.8,15.0,20.7,0.0,False,13.8,Templado,True,2004,9
2004-09-19,263.0,29.4,14.2,21.4,0.0,False,15.2,Templado,True,2004,9
2004-09-20,264.0,29.2,15.8,21.6,0.0,False,13.399999999999999,Templado,True,2004,9
2004-09-21,265.0,31.7,15.1,22.7,0.2,False,16.6,Caluroso,False,2004,9
2004-09-22,266.0,34.6,14.7,22.8,0.0,False,19.900000000000002,Caluroso,True,2004,9
2004-09-23,267.0,32.0,15.9,22.4,0.0,False,16.1,Caluroso,True,2004,9
2004-09-24,268.0,33.1,15.6,23.9,0.0,False,17.5,Caluroso,True,2004,9
2004-09-25,269.0,28.6,17.1,21.1,0.0,False,11.5,Templado,True,2004,9
2004-09-26,270.0,24.4,12.6,19.0,0.0,False,11.799999999999999,Templado,True,2004,9
2004-09-27,271.0,26.1,11.4,18.3,0.0,False,14.700000000000001,Templado,True,2004,9
2004-09-28,272.0,26.1,12.8,18.9,0.0,False,13.3,Templado,True,2004,9
2004-09-29,273.0,28.1,12.0,20.2,0.0,False,16.1,Templado,True,2004,9
2004-09-30,274.0,29.2,11.6,20.5,0.0,False,17.6,Templado,True,2004,9
2004-10-01,275.0,28.8,13.3,20.5,0.0,False,15.5,Templado,True,2004,10
2004-10-02,276.0,28.8,12.7,20.3,0.0,False,16.1,Templado,True,2004,10
2004-10-03,277.0,27.8,12.0,19.8,0.0,False,15.8,Templado,True,2004,10
2004-10-04,278.0,27.5,16.1,21.0,0.2,False,11.399999999999999,Templado,False,2004,10
2004-10-05,279.0,29.4,13.6,21.3,0.2,False,15.799999999999999,Templado,False,2004,10
2004-10-06,280.0,31.0,14.2,21.4,0.0,False,16.8,Caluroso,True,2004,10
2004-10-07,281.0,31.2,14.4,22.3,0.0,False,16.799999999999997,Caluroso,True,2004,10
2004-10-08,282.0,30.9,15.3,22.7,0.0,False,15.599999999999998,Caluroso,True,2004,10
2004-10-09,283.0,26.7,16.8,21.9,0.0,False,9.899999999999999,Templado,True,2004,10
2004-10-10,284.0,23.8,9.4,17.6,0.0,False,14.4,Templado,True,2004,10
2004-10-11,285.0,23.0,8.3,15.5,0.0,False,14.7,Templado,True,2004,10
2004-10-12,286.0,21.5,7.4,14.1,0.0,False,14.1,Templado,True,2004,10
2004-10-13,287.0,23.6,6.7,15.3,0.0,False,16.900000000000002,Templado,True,2004,10
2004-10-14,288.0,25.0,7.7,16.2,0.0,False,17.3,Templado,True,2004,10
2004-10-15,289.0,23.4,9.4,15.7,0.0,False,13.999999999999998,Templado,True,2004,10
2004-10-16,290.0,24.1,6.8,15.2,0.0,False,17.3,Templado,True,2004,10
2004-10-17,291.0,23.6,7.3,15.2,0.0,False,16.3,Templado,True,2004,10
2004-10-18,292.0,24.3,10.0,16.3,0.0,False,14.3,Templado,True,2004,10
2004-10-19,293.0,27.3,15.5,21.4,0.0,False,11.8,Templado,True,2004,10
2004-10-20,294.0,28.5,20.2,24.1,0.0,False,8.3,Templado,True,2004,10
2004-10-21,295.0,29.0,14.6,20.3,0.2,False,14.4,Templado,False,2004,10
2004-10-22,296.0,29.2,14.6,20.9,0.0,False,14.6,Templado,True,2004,10
2004-10-23,297.0,31.5,14.4,21.9,0.0,False,17.1,Caluroso,True,2004,10
2004-10-24,298.0,33.6,13.4,22.3,0.0,False,20.200000000000003,Caluroso,True,2004,10
